doctor_id,name,specialization,years_experience,department,availability_status
513,Dr. Gupta,Psychiatry,10,OPD,Unavailable
514,Dr. Das,Psychiatry,13,OPD,Available
515,Dr. Iyer,Psychiatry,35,Surgery,Available
516,Dr. Das,Pediatrics,3,OPD,Unavailable
517,Dr. Singh,Orthopedics,19,Emergency,Unavailable
518,Dr. Mehta,Orthopedics,22,OPD,Unavailable
519,Dr. Gupta,Cardiology,39,OPD,Unavailable
520,Dr. Gupta,Psychiatry,11,Emergency,Available
521,Dr. Patel,Neurology,17,Surgery,Available
522,Dr. Mehta,Neurology,15,Emergency,Available
523,Dr. Reddy,Neurology,4,OPD,Unavailable
524,Dr. Mehta,Dermatology,22,OPD,Unavailable
525,Dr. Gupta,Dermatology,21,Emergency,Unavailable
526,Dr. Singh,Neurology,3,General,Unavailable
527,Dr. Sharma,Pediatrics,23,General,Available
528,Dr. Patel,Orthopedics,20,Surgery,Unavailable
529,Dr. Reddy,Cardiology,14,General,Unavailable
530,Dr. Sharma,Cardiology,18,OPD,Unavailable
531,Dr. Khan,Dermatology,16,OPD,Unavailable
532,Dr. Mehta,Dermatology,21,Surgery,Available
533,Dr. Reddy,Orthopedics,23,Emergency,Available
534,Dr. Reddy,Dermatology,3,General,Available
535,Dr. Reddy,Orthopedics,9,Emergency,Unavailable
536,Dr. Gupta,Dermatology,2,OPD,Unavailable
537,Dr. Das,Cardiology,18,Emergency,Unavailable
538,Dr. Iyer,Cardiology,10,Emergency,Unavailable
539,Dr. Sharma,Dermatology,11,General,Unavailable
540,Dr. Mehta,Dermatology,20,Emergency,Available
541,Dr. Khan,Dermatology,4,Surgery,Available
542,Dr. Gupta,Pediatrics,13,OPD,Unavailable
543,Dr. Iyer,Psychiatry,2,OPD,Available
544,Dr. Das,Psychiatry,16,Surgery,Unavailable
545,Dr. Singh,Neurology,29,Emergency,Unavailable
546,Dr. Iyer,Dermatology,21,General,Unavailable
547,Dr. Khan,Cardiology,18,OPD,Available
548,Dr. Patel,Psychiatry,31,OPD,Unavailable
549,Dr. Joshi,Neurology,32,,Unavailable
550,Dr. Mehta,Pediatrics,19,OPD,Unavailable
551,Dr. Khan,Psychiatry,18,General,Available
552,Dr. Patel,Cardiology,13,OPD,Available
553,Dr. Iyer,Orthopedics,3,OPD,Unavailable
554,Dr. Khan,Radiology,22,Emergency,Available
555,Dr. Khan,Pediatrics,9,General,Available
556,Dr. Reddy,Dermatology,39,Surgery,Unavailable
557,Dr. Sharma,Orthopedics,28,OPD,Unavailable
558,Dr. Reddy,Neurology,16,General,Unavailable
559,Dr. Reddy,Radiology,24,OPD,Available
560,Dr. Singh,Psychiatry,14,Surgery,Available
561,Dr. Joshi,Psychiatry,28,Surgery,Available
562,Dr. Das,Psychiatry,28,Surgery,Unavailable
563,Dr. Mehta,Pediatrics,25,General,Unavailable
564,Dr. Khan,Psychiatry,18,,Unavailable
565,Dr. Singh,Neurology,14,General,Available
566,Dr. Singh,Pediatrics,11,Emergency,Unavailable
567,Dr. Das,Psychiatry,6,General,Unavailable
568,Dr. Iyer,Dermatology,38,Emergency,Unavailable
569,Dr. Mehta,Orthopedics,9,Emergency,Available
570,Dr. Reddy,Dermatology,6,Surgery,Available
571,Dr. Patel,Pediatrics,30,OPD,Available
572,Dr. Reddy,Dermatology,36,OPD,Available
573,Dr. Iyer,Neurology,4,OPD,Unavailable
574,Dr. Gupta,Cardiology,30,General,Unavailable
575,Dr. Sharma,Cardiology,19,Surgery,Available
576,Dr. Mehta,Psychiatry,0,General,Available
577,Dr. Reddy,Psychiatry,1,Emergency,Available
578,Dr. Das,Neurology,13,Emergency,Unavailable
579,Dr. Reddy,Pediatrics,18,OPD,Unavailable
580,Dr. Gupta,Neurology,6,Surgery,Available
581,Dr. Reddy,Cardiology,8,Surgery,Unavailable
582,Dr. Singh,Neurology,32,Emergency,Available
583,Dr. Patel,Psychiatry,25,OPD,Unavailable
584,Dr. Reddy,Dermatology,5,General,Unavailable
585,Dr. Patel,Cardiology,23,Emergency,Available
586,Dr. Gupta,Dermatology,21,OPD,Unavailable
587,Dr. Reddy,Neurology,25,Emergency,Available
588,Dr. Khan,Cardiology,21,General,Available
589,Dr. Mehta,Orthopedics,38,General,Available
590,Dr. Iyer,Radiology,25,General,Unavailable
591,Dr. Sharma,Dermatology,20,General,Unavailable
592,Dr. Iyer,Pediatrics,23,Surgery,Available
593,Dr. Gupta,Dermatology,26,OPD,Unavailable
594,Dr. Sharma,Neurology,9,Surgery,Available
595,Dr. Gupta,Orthopedics,1,General,Available
596,Dr. Mehta,Cardiology,3,General,Unavailable
597,Dr. Reddy,Cardiology,5,General,Available
598,Dr. Iyer,Dermatology,22,General,Available
599,Dr. Patel,Cardiology,0,General,Available
600,Dr. Khan,Radiology,19,Surgery,Unavailable
601,Dr. Singh,Radiology,35,Emergency,Available
602,Dr. Singh,Pediatrics,19,OPD,Unavailable
603,Dr. Gupta,Cardiology,28,General,Available
604,Dr. Gupta,Neurology,22,General,Unavailable
605,Dr. Khan,Cardiology,13,OPD,Available
606,Dr. Sharma,Psychiatry,34,OPD,Unavailable
607,Dr. Das,Psychiatry,33,General,Available
608,Dr. Joshi,Psychiatry,2,Emergency,Unavailable
609,Dr. Singh,Dermatology,0,Emergency,Unavailable
610,Dr. Mehta,Dermatology,8,OPD,Available
611,Dr. Reddy,Orthopedics,33,,Available
612,Dr. Gupta,Radiology,1,Surgery,Unavailable
613,Dr. Singh,Neurology,10,OPD,Available
614,Dr. Singh,Orthopedics,1,OPD,Unavailable
615,Dr. Khan,Psychiatry,14,Emergency,Available
616,Dr. Sharma,Orthopedics,30,Emergency,Available
617,Dr. Gupta,Orthopedics,28,OPD,Available
618,Dr. Sharma,Dermatology,13,Surgery,Available
619,Dr. Gupta,Cardiology,19,OPD,Unavailable
620,Dr. Reddy,Psychiatry,24,Emergency,Unavailable
621,Dr. Reddy,Dermatology,6,General,Unavailable
622,Dr. Mehta,Dermatology,21,Surgery,Unavailable
623,Dr. Das,Pediatrics,20,Surgery,Unavailable
624,Dr. Reddy,Dermatology,26,General,Unavailable
625,Dr. Gupta,Dermatology,35,Surgery,Available
626,Dr. Sharma,Radiology,12,Emergency,Available
627,Dr. Singh,Cardiology,1,OPD,Unavailable
628,Dr. Das,Neurology,21,General,Unavailable
629,Dr. Gupta,Pediatrics,16,General,Available
630,Dr. Mehta,Orthopedics,35,General,Available
631,Dr. Reddy,Pediatrics,6,General,Unavailable
632,Dr. Sharma,Cardiology,7,Emergency,Available
633,Dr. Gupta,Radiology,20,General,Available
634,Dr. Joshi,Orthopedics,4,General,Available
635,Dr. Sharma,Radiology,0,Surgery,Available
636,Dr. Das,Psychiatry,0,OPD,Available
637,Dr. Joshi,Orthopedics,19,OPD,Unavailable
638,Dr. Iyer,Psychiatry,5,Emergency,Available
639,Dr. Joshi,Orthopedics,6,Surgery,Available
640,Dr. Das,Radiology,26,Emergency,Unavailable
641,Dr. Joshi,Dermatology,18,OPD,Unavailable
642,Dr. Patel,Pediatrics,16,General,Available
643,Dr. Sharma,Neurology,29,Emergency,Unavailable
644,Dr. Patel,Neurology,26,Surgery,Available
645,Dr. Singh,Dermatology,27,Surgery,Available
646,Dr. Gupta,Neurology,12,General,Unavailable
647,Dr. Iyer,Orthopedics,33,General,Available
648,Dr. Das,Psychiatry,28,OPD,Unavailable
649,Dr. Iyer,Cardiology,22,General,Available
650,Dr. Khan,Psychiatry,18,General,Available
651,Dr. Khan,Radiology,29,Emergency,Unavailable
652,Dr. Sharma,Orthopedics,0,OPD,Unavailable
653,Dr. Khan,Dermatology,28,General,Available
654,Dr. Joshi,Radiology,0,OPD,Available
655,Dr. Reddy,Neurology,21,Surgery,Unavailable
656,Dr. Patel,Pediatrics,19,OPD,Unavailable
657,Dr. Das,Dermatology,33,Surgery,Unavailable
658,Dr. Sharma,Pediatrics,25,Emergency,Unavailable
659,Dr. Singh,Psychiatry,25,OPD,Unavailable
660,Dr. Iyer,Neurology,23,General,Available
661,Dr. Sharma,Pediatrics,18,Emergency,Available
662,Dr. Iyer,Pediatrics,10,OPD,Unavailable
663,Dr. Joshi,Dermatology,29,Surgery,Available
664,Dr. Khan,Cardiology,23,Emergency,Unavailable
665,Dr. Gupta,Neurology,14,Surgery,Unavailable
666,Dr. Khan,Psychiatry,21,Emergency,Unavailable
667,Dr. Das,Psychiatry,14,Surgery,Unavailable
668,Dr. Iyer,Psychiatry,34,Emergency,Available
669,Dr. Sharma,Dermatology,38,Emergency,Available
670,Dr. Reddy,Psychiatry,3,General,Available
671,Dr. Gupta,Dermatology,0,OPD,Unavailable
672,Dr. Joshi,Cardiology,12,OPD,Unavailable
673,Dr. Patel,Dermatology,15,General,Available
674,Dr. Sharma,Psychiatry,15,OPD,Available
675,Dr. Gupta,Cardiology,14,Surgery,Unavailable
676,Dr. Joshi,Psychiatry,16,General,Unavailable
677,Dr. Joshi,Orthopedics,13,Surgery,Unavailable
678,Dr. Joshi,Radiology,35,Surgery,Available
679,Dr. Sharma,Radiology,11,General,Unavailable
680,Dr. Patel,Orthopedics,26,Emergency,Available
681,Dr. Mehta,Cardiology,9,Surgery,Unavailable
682,Dr. Mehta,Neurology,19,OPD,Available
683,Dr. Reddy,Radiology,30,General,Unavailable
684,Dr. Iyer,Radiology,24,Emergency,Available
685,Dr. Das,Psychiatry,10,Emergency,Unavailable
686,Dr. Gupta,Cardiology,10,Surgery,Unavailable
687,Dr. Patel,Psychiatry,22,General,Available
688,Dr. Gupta,Pediatrics,27,General,Available
689,Dr. Gupta,Radiology,15,Emergency,Available
690,Dr. Singh,Cardiology,9,General,Unavailable
691,Dr. Patel,Neurology,39,Surgery,Unavailable
692,Dr. Reddy,Cardiology,21,Emergency,Available
693,Dr. Mehta,Neurology,2,Emergency,Available
694,Dr. Mehta,Dermatology,31,OPD,Unavailable
695,Dr. Sharma,Cardiology,12,OPD,Available
696,Dr. Patel,Pediatrics,5,Surgery,Unavailable
697,Dr. Patel,Orthopedics,16,Surgery,Unavailable
698,Dr. Mehta,Orthopedics,31,Surgery,Unavailable
699,Dr. Sharma,Cardiology,32,OPD,Available
700,Dr. Singh,Orthopedics,31,OPD,Available
701,Dr. Das,Dermatology,23,General,Unavailable
702,Dr. Joshi,Pediatrics,2,OPD,Unavailable
703,Dr. Joshi,Neurology,33,OPD,Unavailable
704,Dr. Reddy,Psychiatry,38,OPD,Unavailable
705,Dr. Reddy,Cardiology,28,OPD,Available
706,Dr. Iyer,Radiology,16,OPD,Available
707,Dr. Singh,Psychiatry,5,OPD,Available
708,Dr. Gupta,Radiology,37,General,Available
709,Dr. Das,Pediatrics,30,OPD,Available
710,Dr. Khan,Neurology,34,Emergency,Available
711,Dr. Joshi,Orthopedics,5,OPD,Unavailable
712,Dr. Reddy,Radiology,33,OPD,Available
713,Dr. Khan,Psychiatry,38,OPD,Unavailable
714,Dr. Reddy,Neurology,39,General,Available
715,Dr. Sharma,Pediatrics,38,Emergency,Unavailable
716,Dr. Reddy,Orthopedics,35,,Available
717,Dr. Patel,Dermatology,10,OPD,Unavailable
718,Dr. Khan,Neurology,7,Emergency,Unavailable
719,Dr. Patel,Radiology,2,OPD,Available
720,Dr. Mehta,Pediatrics,4,OPD,Available
721,Dr. Gupta,Orthopedics,1,General,Available
722,Dr. Gupta,Radiology,31,OPD,Available
723,Dr. Joshi,Pediatrics,3,Surgery,Available
724,Dr. Sharma,Pediatrics,1,OPD,Available
725,Dr. Mehta,Psychiatry,8,General,Available
726,Dr. Iyer,Orthopedics,30,OPD,Available
727,Dr. Joshi,Neurology,25,OPD,Unavailable
728,Dr. Iyer,Orthopedics,21,Surgery,Unavailable
729,Dr. Joshi,Radiology,8,General,Available
730,Dr. Iyer,Pediatrics,9,Emergency,Available
731,Dr. Das,Neurology,8,Emergency,Available
732,Dr. Reddy,Pediatrics,14,OPD,Available
733,Dr. Singh,Psychiatry,26,Emergency,Unavailable
734,Dr. Singh,Orthopedics,9,Surgery,Available
735,Dr. Patel,Orthopedics,23,Surgery,Unavailable
736,Dr. Das,Radiology,20,General,Unavailable
737,Dr. Reddy,Cardiology,25,Emergency,Available
738,Dr. Joshi,Orthopedics,39,Emergency,Available
739,Dr. Mehta,Orthopedics,3,Surgery,Available
740,Dr. Sharma,Pediatrics,13,Surgery,Available
741,Dr. Das,Psychiatry,34,OPD,Available
742,Dr. Mehta,Pediatrics,12,General,Available
743,Dr. Sharma,Dermatology,28,OPD,Available
744,Dr. Sharma,Orthopedics,19,Surgery,Available
745,Dr. Mehta,Dermatology,31,Surgery,Unavailable
746,Dr. Singh,Orthopedics,32,General,Available
747,Dr. Reddy,Cardiology,36,General,Available
748,Dr. Patel,Orthopedics,18,Emergency,Unavailable
749,Dr. Sharma,Radiology,26,OPD,Available
750,Dr. Patel,Orthopedics,7,Surgery,Available
751,Dr. Patel,Orthopedics,22,Surgery,Available
752,Dr. Gupta,Dermatology,39,Emergency,Unavailable
753,Dr. Mehta,Dermatology,22,OPD,Unavailable
754,Dr. Patel,Neurology,1,General,Available
755,Dr. Das,Orthopedics,14,Surgery,Available
756,Dr. Joshi,Orthopedics,9,General,Unavailable
757,Dr. Iyer,Radiology,26,Surgery,Available
758,Dr. Das,Psychiatry,37,Emergency,Available
759,Dr. Khan,Psychiatry,37,General,Available
760,Dr. Joshi,Neurology,19,General,Unavailable
761,Dr. Sharma,Dermatology,15,OPD,Available
762,Dr. Mehta,Dermatology,34,Emergency,Available
763,Dr. Patel,Pediatrics,34,OPD,Available
764,Dr. Das,Dermatology,9,OPD,Available
765,Dr. Gupta,Orthopedics,25,OPD,Unavailable
766,Dr. Mehta,Cardiology,5,General,Available
767,Dr. Patel,Dermatology,9,Surgery,Available
768,Dr. Reddy,Dermatology,37,General,Unavailable
769,Dr. Reddy,Orthopedics,30,Emergency,Unavailable
770,Dr. Gupta,Radiology,17,General,Available
771,Dr. Patel,Dermatology,28,Emergency,Available
772,Dr. Reddy,Orthopedics,29,OPD,Unavailable
773,Dr. Joshi,Cardiology,30,Emergency,Available
774,Dr. Iyer,Cardiology,22,General,Unavailable
775,Dr. Sharma,Dermatology,19,Surgery,Unavailable
776,Dr. Reddy,Cardiology,39,Surgery,Available
777,Dr. Joshi,Neurology,33,Emergency,Available
778,Dr. Sharma,Neurology,39,Emergency,Unavailable
779,Dr. Patel,Orthopedics,23,,Unavailable
780,Dr. Iyer,Dermatology,34,Emergency,Unavailable
781,Dr. Reddy,Pediatrics,15,General,Unavailable
782,Dr. Khan,Dermatology,17,Emergency,Unavailable
783,Dr. Patel,Psychiatry,2,Emergency,Unavailable
784,Dr. Reddy,Cardiology,30,OPD,Unavailable
785,Dr. Reddy,Orthopedics,18,Surgery,Unavailable
786,Dr. Das,Neurology,4,General,Unavailable
787,Dr. Gupta,Orthopedics,23,OPD,Unavailable
788,Dr. Sharma,Radiology,12,OPD,Available
789,Dr. Gupta,Cardiology,19,Surgery,Unavailable
790,Dr. Patel,Psychiatry,14,Emergency,Unavailable
791,Dr. Reddy,Pediatrics,4,OPD,Available
792,Dr. Khan,Psychiatry,25,General,Available
793,Dr. Khan,Pediatrics,27,General,Available
794,Dr. Das,Orthopedics,13,Emergency,Unavailable
795,Dr. Sharma,Neurology,35,Emergency,Unavailable
796,Dr. Sharma,Orthopedics,25,OPD,Unavailable
797,Dr. Reddy,Dermatology,19,Emergency,Unavailable
798,Dr. Sharma,Orthopedics,23,OPD,Unavailable
799,Dr. Mehta,Dermatology,21,Surgery,Unavailable
800,Dr. Sharma,Neurology,8,OPD,Available
801,Dr. Sharma,Psychiatry,30,Emergency,Unavailable
802,Dr. Mehta,Orthopedics,21,Surgery,Unavailable
803,Dr. Joshi,Cardiology,20,General,Available
804,Dr. Das,Radiology,37,OPD,Available
805,Dr. Joshi,Radiology,7,General,Unavailable
806,Dr. Patel,Dermatology,2,General,Unavailable
807,Dr. Joshi,Pediatrics,15,General,Unavailable
808,Dr. Joshi,Dermatology,31,General,Available
809,Dr. Singh,Orthopedics,14,Surgery,Available
810,Dr. Sharma,Pediatrics,37,Emergency,Unavailable
811,Dr. Patel,Pediatrics,33,Surgery,Available
812,Dr. Das,Cardiology,36,Emergency,Unavailable
813,Dr. Das,Psychiatry,10,Surgery,Unavailable
814,Dr. Singh,Cardiology,0,Emergency,Available
815,Dr. Joshi,Psychiatry,10,General,Available
816,Dr. Reddy,Cardiology,38,Emergency,Unavailable
817,Dr. Iyer,Radiology,38,OPD,Available
818,Dr. Reddy,Orthopedics,15,Emergency,Unavailable
819,Dr. Iyer,Psychiatry,20,OPD,Available
820,Dr. Gupta,Neurology,31,Emergency,Unavailable
821,Dr. Iyer,Orthopedics,35,,Unavailable
822,Dr. Das,Neurology,36,OPD,Available
823,Dr. Sharma,Neurology,13,Emergency,Unavailable
824,Dr. Khan,Radiology,30,General,Unavailable
825,Dr. Reddy,Psychiatry,12,Surgery,Unavailable
826,Dr. Khan,Orthopedics,24,General,Unavailable
827,Dr. Joshi,Orthopedics,1,General,Unavailable
828,Dr. Joshi,Radiology,26,OPD,Available
829,Dr. Gupta,Radiology,2,General,Unavailable
830,Dr. Patel,Dermatology,17,General,Unavailable
831,Dr. Patel,Psychiatry,23,General,Available
832,Dr. Khan,Radiology,33,Emergency,Unavailable
833,Dr. Joshi,Dermatology,2,General,Unavailable
834,Dr. Joshi,Orthopedics,21,OPD,Unavailable
835,Dr. Patel,Radiology,10,Surgery,Unavailable
836,Dr. Gupta,Neurology,16,OPD,Available
837,Dr. Singh,Pediatrics,37,Surgery,Available
838,Dr. Joshi,Neurology,17,General,Unavailable
839,Dr. Sharma,Dermatology,19,Emergency,Unavailable
840,Dr. Reddy,Neurology,32,Emergency,Available
841,Dr. Iyer,Pediatrics,2,General,Unavailable
842,Dr. Das,Psychiatry,39,Surgery,Unavailable
843,Dr. Reddy,Dermatology,28,Surgery,Available
844,Dr. Iyer,Dermatology,15,Emergency,Available
845,Dr. Iyer,Dermatology,12,Emergency,Unavailable
846,Dr. Reddy,Dermatology,14,Emergency,Available
847,Dr. Patel,Radiology,27,OPD,Available
848,Dr. Singh,Radiology,1,OPD,Unavailable
849,Dr. Patel,Psychiatry,29,General,Available
850,Dr. Sharma,Cardiology,4,Surgery,Unavailable
851,Dr. Das,Cardiology,4,,Unavailable
852,Dr. Patel,Orthopedics,31,OPD,Unavailable
853,Dr. Mehta,Psychiatry,35,Emergency,Available
854,Dr. Reddy,Dermatology,25,OPD,Unavailable
855,Dr. Patel,Radiology,38,OPD,Available
856,Dr. Das,Psychiatry,21,OPD,Available
857,Dr. Joshi,Psychiatry,11,OPD,Unavailable
858,Dr. Khan,Neurology,12,Emergency,Unavailable
859,Dr. Singh,Cardiology,35,General,Unavailable
860,Dr. Sharma,Cardiology,9,General,Unavailable
861,Dr. Reddy,Neurology,3,OPD,Unavailable
862,Dr. Patel,Dermatology,5,OPD,Available
863,Dr. Sharma,Dermatology,17,OPD,Unavailable
864,Dr. Singh,Dermatology,5,General,Unavailable
865,Dr. Khan,Neurology,38,Emergency,Available
866,Dr. Das,Orthopedics,19,OPD,Available
867,Dr. Iyer,Cardiology,24,Emergency,Available
868,Dr. Singh,Cardiology,38,General,Available
869,Dr. Reddy,Dermatology,23,Surgery,Available
870,Dr. Sharma,Cardiology,23,Surgery,Unavailable
871,Dr. Das,Cardiology,26,Surgery,Unavailable
872,Dr. Khan,Radiology,35,Surgery,Available
873,Dr. Joshi,Neurology,11,Emergency,Available
874,Dr. Iyer,Radiology,36,General,Available
875,Dr. Gupta,Psychiatry,23,OPD,Unavailable
876,Dr. Singh,Pediatrics,9,Emergency,Available
877,Dr. Sharma,Radiology,8,General,Available
878,Dr. Singh,Cardiology,15,Emergency,Unavailable
879,Dr. Khan,Pediatrics,5,OPD,Available
880,Dr. Gupta,Orthopedics,5,OPD,Available
881,Dr. Singh,Orthopedics,16,Surgery,Unavailable
882,Dr. Gupta,Neurology,28,Surgery,Available
883,Dr. Mehta,Pediatrics,14,Emergency,Unavailable
884,Dr. Joshi,Cardiology,32,Emergency,Unavailable
885,Dr. Khan,Cardiology,9,OPD,Unavailable
886,Dr. Mehta,Radiology,23,General,Unavailable
887,Dr. Das,Dermatology,2,OPD,Unavailable
888,Dr. Singh,Neurology,9,General,Available
889,Dr. Singh,Psychiatry,9,Emergency,Unavailable
890,Dr. Gupta,Cardiology,19,Surgery,Available
891,Dr. Iyer,Dermatology,22,OPD,Unavailable
892,Dr. Iyer,Dermatology,15,Surgery,Available
893,Dr. Iyer,Orthopedics,11,Emergency,Available
894,Dr. Sharma,Pediatrics,6,General,Available
895,Dr. Das,Pediatrics,28,Emergency,Available
896,Dr. Joshi,Psychiatry,31,Emergency,Available
897,Dr. Khan,Neurology,19,Emergency,Available
898,Dr. Joshi,Cardiology,5,Emergency,Available
899,Dr. Iyer,Dermatology,1,Emergency,Available
900,Dr. Reddy,Cardiology,25,General,Available
901,Dr. Reddy,Dermatology,37,General,Unavailable
902,Dr. Reddy,Pediatrics,7,OPD,Unavailable
903,Dr. Reddy,Psychiatry,24,Emergency,Unavailable
904,Dr. Mehta,Radiology,30,General,Available
905,Dr. Patel,Cardiology,10,Emergency,Available
906,Dr. Singh,Cardiology,0,OPD,Unavailable
907,Dr. Khan,Orthopedics,0,OPD,Unavailable
908,Dr. Khan,Psychiatry,34,Emergency,Unavailable
909,Dr. Das,Neurology,24,Surgery,Unavailable
910,Dr. Khan,Dermatology,5,Surgery,Available
911,Dr. Sharma,Radiology,29,General,Available
912,Dr. Reddy,Psychiatry,15,Emergency,Unavailable
913,Dr. Reddy,Psychiatry,10,Surgery,Available
914,Dr. Singh,Cardiology,18,Surgery,Available
915,Dr. Reddy,Neurology,37,General,Unavailable
916,Dr. Gupta,Dermatology,18,OPD,Unavailable
917,Dr. Patel,Psychiatry,17,General,Available
918,Dr. Reddy,Radiology,38,Emergency,Available
919,Dr. Reddy,Psychiatry,31,Surgery,Unavailable
920,Dr. Singh,Neurology,8,Emergency,Available
921,Dr. Gupta,Orthopedics,14,General,Unavailable
922,Dr. Joshi,Psychiatry,31,Surgery,Unavailable
923,Dr. Das,Pediatrics,30,General,Available
924,Dr. Khan,Radiology,16,OPD,Available
925,Dr. Mehta,Dermatology,32,OPD,Unavailable
926,Dr. Khan,Dermatology,1,Emergency,Available
927,Dr. Khan,Cardiology,23,OPD,Unavailable
928,Dr. Mehta,Psychiatry,39,Emergency,Available
929,Dr. Joshi,Radiology,7,Surgery,Available
930,Dr. Joshi,Dermatology,3,Surgery,Available
931,Dr. Gupta,Neurology,38,OPD,Available
932,Dr. Iyer,Radiology,0,Surgery,Available
933,Dr. Mehta,Psychiatry,38,OPD,Available
934,Dr. Mehta,Dermatology,3,Emergency,Unavailable
935,Dr. Mehta,Pediatrics,31,Emergency,Unavailable
936,Dr. Singh,Dermatology,0,Emergency,Unavailable
937,Dr. Joshi,Pediatrics,2,Surgery,Unavailable
938,Dr. Gupta,Psychiatry,10,Surgery,Unavailable
939,Dr. Sharma,Dermatology,10,General,Available
940,Dr. Gupta,Psychiatry,39,Surgery,Available
941,Dr. Singh,Cardiology,10,General,Available
942,Dr. Singh,Psychiatry,24,OPD,Unavailable
943,Dr. Sharma,Cardiology,39,General,Available
944,Dr. Reddy,Pediatrics,6,Emergency,Unavailable
945,Dr. Joshi,Pediatrics,5,Surgery,Unavailable
946,Dr. Das,Neurology,27,Emergency,Available
947,Dr. Patel,Radiology,16,OPD,Available
948,Dr. Iyer,Pediatrics,31,Surgery,Available
949,Dr. Sharma,Radiology,13,OPD,Unavailable
950,Dr. Reddy,Orthopedics,39,General,Available
951,Dr. Khan,Psychiatry,7,Emergency,Unavailable
952,Dr. Iyer,Neurology,36,Emergency,Available
953,Dr. Reddy,Pediatrics,23,Surgery,Unavailable
954,Dr. Reddy,Psychiatry,9,Emergency,Available
955,Dr. Patel,Radiology,26,Emergency,Available
956,Dr. Khan,Dermatology,11,OPD,Available
957,Dr. Sharma,Dermatology,10,General,Unavailable
958,Dr. Mehta,Cardiology,0,Surgery,Unavailable
959,Dr. Iyer,Radiology,25,Surgery,Unavailable
960,Dr. Gupta,Pediatrics,31,OPD,Available
961,Dr. Singh,Dermatology,16,Surgery,Unavailable
962,Dr. Singh,Pediatrics,1,Emergency,Available
963,Dr. Mehta,Dermatology,16,OPD,Unavailable
964,Dr. Reddy,Radiology,29,General,Unavailable
965,Dr. Gupta,Neurology,23,Surgery,Available
966,Dr. Das,Pediatrics,24,Emergency,Unavailable
967,Dr. Mehta,Cardiology,34,General,Unavailable
968,Dr. Mehta,Psychiatry,1,OPD,Unavailable
969,Dr. Joshi,Orthopedics,23,Emergency,Unavailable
970,Dr. Mehta,Orthopedics,21,Emergency,Unavailable
971,Dr. Singh,Neurology,33,OPD,Unavailable
972,Dr. Gupta,Cardiology,25,Surgery,Available
973,Dr. Joshi,Psychiatry,4,OPD,Unavailable
974,Dr. Mehta,Neurology,5,Emergency,Unavailable
975,Dr. Gupta,Orthopedics,3,General,Available
976,Dr. Mehta,Radiology,32,OPD,Available
977,Dr. Joshi,Radiology,18,Surgery,Unavailable
978,Dr. Gupta,Neurology,12,OPD,Available
979,Dr. Patel,Dermatology,31,Emergency,Unavailable
980,Dr. Sharma,Dermatology,34,OPD,Available
